Time	Node	Interface	Type	Packets	Kilobytes	PacketsRaw	KilobytesRaw
20	2	combined	Drop	0	0	0	0
20	3	combined	Drop	0	0	0	0
20	4	combined	Drop	0	0	0	0
20	5	combined	Drop	0	0	0	0
20	6	combined	Drop	0	0	0	0
20	7	combined	Drop	0	0	0	0
20	8	combined	Drop	0	0	0	0
20	9	combined	Drop	0	0	0	0
20	10	combined	Drop	0	0	0	0
20	11	combined	Drop	0	0	0	0
20	12	combined	Drop	0	0	0	0
20	13	combined	Drop	0	0	0	0
20	14	combined	Drop	0	0	0	0
20	15	combined	Drop	0	0	0	0
20	16	combined	Drop	0	0	0	0
20	17	combined	Drop	0	0	0	0
20	18	combined	Drop	0	0	0	0
20	19	combined	Drop	0	0	0	0
20	20	combined	Drop	0	0	0	0
20	21	combined	Drop	0	0	0	0
20	22	combined	Drop	0	0	0	0
20	23	combined	Drop	0	0	0	0
20	24	combined	Drop	0	0	0	0
20	25	combined	Drop	0	0	0	0
20	26	combined	Drop	0	0	0	0
20	27	combined	Drop	0	0	0	0
20	28	combined	Drop	0	0	0	0
20	29	combined	Drop	0	0	0	0
20	30	combined	Drop	0	0	0	0
20	31	combined	Drop	0	0	0	0
20	32	combined	Drop	0	0	0	0
20	33	combined	Drop	0	0	0	0
21	0	combined	Drop	0	0	0	0
21	1	combined	Drop	0	0	0	0
21	2	combined	Drop	0	0	0	0
21	3	combined	Drop	0	0	0	0
21	4	combined	Drop	0	0	0	0
21	5	combined	Drop	0	0	0	0
21	6	combined	Drop	0	0	0	0
21	7	combined	Drop	0	0	0	0
21	8	combined	Drop	0	0	0	0
21	9	combined	Drop	0	0	0	0
21	10	combined	Drop	0	0	0	0
21	11	combined	Drop	0	0	0	0
21	12	combined	Drop	0	0	0	0
21	13	combined	Drop	0	0	0	0
21	14	combined	Drop	0	0	0	0
21	15	combined	Drop	0	0	0	0
21	16	combined	Drop	0	0	0	0
21	17	combined	Drop	0	0	0	0
21	18	combined	Drop	0	0	0	0
21	19	combined	Drop	0	0	0	0
21	20	combined	Drop	0	0	0	0
21	21	combined	Drop	0	0	0	0
21	22	combined	Drop	0	0	0	0
21	23	combined	Drop	0	0	0	0
21	24	combined	Drop	0	0	0	0
21	25	combined	Drop	0	0	0	0
21	26	combined	Drop	0	0	0	0
21	27	combined	Drop	0	0	0	0
21	28	combined	Drop	0	0	0	0
21	29	combined	Drop	0	0	0	0
21	30	combined	Drop	0	0	0	0
21	31	combined	Drop	0	0	0	0
21	32	combined	Drop	0	0	0	0
21	33	combined	Drop	0	0	0	0
22	0	combined	Drop	0	0	0	0
22	1	combined	Drop	0	0	0	0
22	2	combined	Drop	0	0	0	0
22	3	combined	Drop	0	0	0	0
22	4	combined	Drop	0	0	0	0
22	5	combined	Drop	0	0	0	0
22	6	combined	Drop	0	0	0	0
22	7	combined	Drop	0	0	0	0
22	8	combined	Drop	0	0	0	0
22	9	combined	Drop	0	0	0	0
22	10	combined	Drop	0	0	0	0
22	11	combined	Drop	0	0	0	0
22	12	combined	Drop	0	0	0	0
22	13	combined	Drop	0	0	0	0
